Date,NVDA,JNJ,JPM,XOM,PG,AMZN,NEE,CAT,GOOGL,GLD
10/30/2025,202.89,189.05,309.44,114.69,149.58,222.86,81.64,583.15,281.48,370.13
10/31/2025,202.49,188.87,311.12,114.36,150.37,244.22,81.4,577.26,281.19,368.12
11/3/2025,206.88,186.26,309.35,113.76,148.02,254,81.78,570.59,283.72,368.78
11/4/2025,198.69,186.86,309.25,114.14,147.17,249.32,81.69,547.58,277.54,362.32
11/5/2025,195.21,186,311.68,113.68,145.79,250.2,82.14,569.15,284.31,366.51
11/6/2025,188.08,186.97,313.42,114.5,146.13,243.04,82,569.78,284.75,366.07
11/7/2025,188.15,186.57,314.21,117.22,146.98,244.41,83.93,563.1,278.83,368.31
11/10/2025,199.05,188.41,316.89,118.22,145.5,248.4,84.77,570.85,290.1,378.38
11/11/2025,193.16,193.83,315.62,119.78,148.54,249.1,85.76,567.93,291.31,379.87
11/12/2025,193.8,194.39,320.41,118.12,148.01,244.2,85.89,573.02,286.71,385.99
11/13/2025,186.86,195.25,309.48,118.79,147.96,237.58,83.99,553.55,278.57,382.87
11/14/2025,190.17,195.93,303.61,119.29,147.67,234.69,83.88,554.03,276.41,375.96
11/17/2025,186.6,199.58,300.37,117.68,145.82,232.87,85.75,552.05,285.02,371.65
11/18/2025,181.36,200,299.41,119.03,146.99,222.55,84.64,546.88,284.28,374.35
11/19/2025,186.52,202.51,303.27,117.35,146.99,222.69,84.27,553.11,292.81,374.96
11/20/2025,180.64,203.07,298.38,117.02,148.19,217.14,84.3,546.13,289.45,374.85
11/21/2025,178.88,203.9,298.02,117.08,150.92,220.69,83.48,550.43,299.66,374.27
11/24/2025,182.55,206.05,298,115.97,146.98,226.28,84.23,559.6,318.58,380.2
11/25/2025,177.82,206.67,303,114.51,148.49,229.67,84.83,566.61,323.44,380.08
11/26/2025,180.26,207.56,307.64,114.77,148.25,229.16,85.54,573.73,319.95,383.12
11/28/2025,177,#N/A,#N/A,#N/A,#N/A,233.22,#N/A,#N/A,320.18,#N/A
12/1/2025,179.92,205.34,308.92,116.63,147.44,233.88,84.65,568.06,314.89,389.75
12/2/2025,181.46,205.42,307.88,115.38,145.86,234.42,84.58,582.47,315.81,387.24
12/3/2025,179.59,205.33,312.13,117.8,146.71,232.38,84.95,591.49,319.63,386.88
12/4/2025,183.38,202.48,316.1,117.14,145.36,229.11,83.39,599.15,317.62,387.13
